Airline;Source;Destination;Total_Stops;month;day_of_the_month;Duration_hours
8;4;3;4;6;6;1
6;2;1;0;12;6;8
3;4;3;4;6;18;1
4;0;2;4;1;6;3
6;2;1;0;9;5;12
4;3;0;0;1;5;11
4;3;0;0;9;6;26
4;3;0;0;6;5;7
2;3;0;0;5;24;8
4;0;2;4;5;27;3
10;0;5;4;3;24;2
4;3;0;0;5;18;12
4;0;5;0;12;3;4
4;2;1;0;5;27;13
10;3;0;0;9;5;15
0;0;2;4;4;15;2
4;0;5;0;6;3;6
2;2;1;0;4;24;6
4;0;5;0;3;18;12
3;2;1;0;9;4;10
4;3;0;0;6;5;21
4;2;1;1;3;21;26
4;3;0;0;12;5;21
10;2;1;4;12;5;3
6;2;1;0;3;3;11
6;2;1;0;6;3;9
4;2;1;0;6;27;16
4;3;0;0;5;18;12
4;3;0;0;1;4;9
4;3;0;0;6;5;25
1;2;1;0;1;6;10
1;2;1;0;5;18;8
4;2;1;0;9;3;8
3;2;1;0;1;6;12
3;4;3;4;1;4;1
4;3;0;1;6;6;24
1;3;0;1;12;6;19
3;2;1;0;6;15;11
1;3;0;4;12;6;2
4;3;0;0;5;21;26
6;2;1;0;3;6;7
6;2;1;0;9;5;10
4;2;1;1;6;27;24
1;3;0;0;9;5;22
4;0;5;0;6;3;11
10;3;0;0;6;6;25
3;3;0;0;1;4;5
6;2;1;0;6;15;15
1;2;1;1;9;4;21
4;2;1;0;9;5;25
8;1;4;4;6;21;2
4;3;0;0;9;6;6
3;0;5;4;3;24;2
6;2;1;0;1;6;7
3;4;3;4;3;4;1
6;2;1;0;9;6;11
3;0;2;4;6;15;3
4;2;1;0;6;3;20
8;3;0;4;5;27;2
3;0;2;4;4;15;2
4;2;1;1;5;27;18
3;2;1;0;3;21;12
1;4;3;4;6;6;1
1;0;5;1;1;3;24
8;4;3;4;3;18;1
4;3;0;0;6;6;7
4;2;1;0;6;15;16
1;3;0;1;5;24;7
4;3;0;0;3;24;26
3;2;1;0;9;6;11
4;2;1;1;6;15;21
4;2;1;0;6;24;28
3;2;1;0;3;27;8
4;0;5;0;9;3;10
6;2;1;0;6;24;15
4;4;3;4;6;15;1
2;0;2;4;12;4;2
4;3;0;0;9;6;20
6;2;1;0;6;15;14
4;2;1;0;3;21;7
8;3;0;4;5;24;2
4;3;0;0;9;5;14
6;2;1;0;6;27;8
4;3;0;0;12;6;9
4;3;0;0;6;6;11
3;0;2;4;5;18;2
4;0;2;4;9;5;3
1;0;5;0;1;3;20
1;3;0;1;9;5;28
4;2;1;4;5;21;3
6;2;1;0;9;6;8
1;4;3;4;3;27;1
6;2;1;0;3;27;12
3;0;5;4;1;3;2
4;2;1;0;5;18;6
4;3;0;0;5;15;28
4;4;3;4;9;3;1
4;0;5;0;3;21;20
4;3;0;0;5;21;23
1;2;1;4;4;27;2
4;2;1;1;6;24;13
4;2;1;1;9;6;22
6;2;1;0;5;27;11
4;0;5;0;3;21;22
1;2;1;1;6;6;21
3;2;1;0;3;3;14
4;2;1;0;5;18;11
4;0;5;0;1;3;5
3;4;3;4;3;24;1
8;1;4;4;5;24;2
8;4;3;4;6;27;1
6;2;1;0;6;24;9
3;2;1;4;3;6;3
0;0;5;4;9;3;2
6;2;1;0;3;27;6
4;3;0;0;9;6;25
4;0;5;0;3;15;7
3;3;0;4;6;4;2
6;2;1;0;3;21;13
6;2;1;0;3;21;12
4;3;0;0;5;21;7
8;0;5;4;3;24;2
4;0;2;4;6;27;2
10;0;5;4;3;3;2
3;2;1;0;5;21;6
4;3;0;0;1;4;6
4;2;1;1;5;21;19
6;2;1;0;6;15;7
4;2;1;0;1;6;23
3;0;5;0;3;3;4
4;2;1;0;6;6;5
1;3;0;0;12;5;9
4;3;0;0;3;24;24
4;2;1;1;6;24;23
2;2;1;0;4;15;6
4;0;5;0;1;3;24
10;0;2;4;4;27;2
8;3;0;4;1;4;2
3;2;1;4;5;15;3
4;3;0;0;9;6;5
8;4;3;4;12;5;1
4;0;2;4;1;4;3
4;2;1;1;6;6;13
4;2;1;0;5;21;10
6;2;1;0;12;6;12
4;3;0;0;9;5;14
1;2;1;1;5;27;24
4;0;5;0;3;18;12
3;0;2;4;6;21;2
4;4;3;4;9;5;1
3;2;1;0;9;6;4
1;2;1;1;12;6;30
3;0;2;4;5;15;2
8;4;3;4;6;18;1
3;0;5;4;3;3;2
6;2;1;0;12;6;7
10;2;1;4;5;15;3
3;0;2;4;1;4;2
4;0;5;0;6;3;24
8;2;1;0;4;15;4
6;2;1;0;6;3;9
4;2;1;0;5;18;22
4;2;1;1;6;24;29
6;2;1;0;6;27;7
3;2;1;0;3;4;5
3;0;2;4;6;27;3
4;4;3;4;3;27;1
8;0;2;4;12;5;2
3;3;0;4;3;6;2
3;0;5;0;9;3;4
4;2;1;0;5;21;7
3;4;3;4;3;21;1
1;3;0;1;1;4;23
4;3;0;0;5;24;16
4;4;3;4;5;21;1
2;0;2;4;6;6;2
4;0;2;4;1;6;3
4;0;2;4;6;4;3
2;2;1;0;6;6;9
1;3;0;1;9;6;23
1;2;1;2;5;18;38
4;3;0;0;9;6;9
3;2;1;0;6;3;6
4;0;5;0;3;18;9
4;3;0;0;9;6;12
3;2;1;4;4;15;3
3;3;0;0;3;4;4
4;2;1;1;3;21;23
4;0;2;4;5;15;3
4;2;1;1;6;27;13
10;1;4;4;3;6;2
1;0;5;0;3;15;25
1;3;0;4;5;15;2
3;2;1;0;9;5;5
0;2;1;0;1;6;5
2;2;1;0;3;21;5
4;2;1;0;6;6;9
8;3;0;4;6;18;2
6;2;1;0;3;21;7
4;2;1;1;6;27;18
8;4;3;4;12;5;1
1;2;1;1;9;5;24
4;0;2;4;5;21;2
3;3;0;0;5;24;4
6;2;1;0;6;24;11
6;2;1;0;3;27;7
1;2;1;0;5;27;6
4;4;3;4;5;24;1
4;4;3;4;5;24;1
3;0;2;4;6;4;2
1;3;0;0;6;6;28
3;1;4;4;6;24;2
3;2;1;0;3;6;13
3;2;1;0;3;6;5
6;2;1;0;6;27;10
4;3;0;0;5;21;12
4;4;3;4;9;5;1
1;2;1;1;3;27;16
1;0;2;4;6;4;2
4;2;1;1;9;6;18
3;0;5;0;1;3;4
8;2;1;0;9;6;5
4;0;2;4;9;4;2
3;2;1;0;5;18;9
4;4;3;4;12;6;1
3;2;1;0;6;3;10
6;2;1;0;5;15;10
1;3;0;0;5;21;9
3;1;4;4;9;3;2
6;2;1;0;3;3;8
4;2;1;0;6;3;20
4;0;2;4;4;24;3
6;2;1;0;9;3;13
4;0;2;4;9;5;3
8;2;1;0;5;15;5
1;4;3;0;12;3;13
4;3;0;0;6;5;8
1;3;0;1;6;5;19
3;2;1;0;5;24;13
1;3;0;1;12;6;14
4;2;1;0;12;6;20
4;0;5;0;6;3;12
4;2;1;0;6;24;15
6;2;1;0;6;24;7
6;2;1;0;3;3;15
3;0;2;4;12;6;2
1;0;5;0;3;15;6
4;3;0;0;6;5;24
1;3;0;0;12;6;23
4;2;1;0;5;18;23
4;3;0;0;12;5;14
4;3;0;0;5;24;28
10;2;1;4;9;4;3
4;3;0;0;5;18;27
4;3;0;0;5;21;7
8;2;1;0;6;6;4
6;2;1;1;3;21;11
6;2;1;0;6;24;15
4;3;0;0;3;24;23
1;3;0;1;5;24;18
4;2;1;0;5;21;22
8;4;3;4;6;27;1
4;3;0;0;5;18;22
8;0;2;4;4;24;2
4;3;0;0;6;5;24
4;2;1;0;9;3;22
4;0;5;0;3;18;7
8;2;1;0;9;4;5
4;3;0;0;1;4;23
3;2;1;0;3;3;5
4;3;0;0;5;15;14
6;2;1;0;5;18;8
4;2;1;0;12;6;17
3;0;2;4;9;4;2
0;0;5;4;3;3;2
6;2;1;0;6;3;13
6;2;1;0;5;21;10
3;0;2;4;1;5;2
3;0;2;4;4;27;2
0;0;2;4;12;5;2
1;3;0;1;6;6;13
1;0;2;4;1;6;2
1;3;0;0;3;24;12
1;0;5;0;3;3;8
1;3;0;1;5;15;27
4;3;0;0;9;6;17
4;0;2;4;5;21;2
3;3;0;0;6;5;3
1;2;1;0;9;3;15
1;0;2;4;5;21;2
4;3;0;0;3;24;12
4;2;1;1;6;27;22
1;2;1;1;3;27;12
3;1;4;4;6;27;2
6;2;1;0;5;21;10
4;3;0;0;3;24;23
2;2;1;0;6;4;6
1;2;1;4;6;3;3
6;2;1;0;5;15;7
4;2;1;0;6;6;28
3;3;0;0;9;5;5
1;2;1;1;6;27;7
3;2;1;0;5;21;12
6;2;1;0;6;15;9
6;2;1;0;5;15;15
3;3;0;4;5;27;2
4;3;0;0;12;6;8
4;3;0;0;6;6;7
1;3;0;1;9;5;15
4;3;0;0;12;6;9
3;4;3;4;5;18;1
4;3;0;0;9;5;16
3;0;2;4;4;24;2
1;3;0;1;5;21;15
3;3;0;4;6;4;2
0;2;1;0;6;27;14
1;2;1;4;6;27;2
4;0;5;0;3;15;9
1;3;0;1;5;18;18
4;2;1;1;5;27;22
4;4;3;4;9;5;1
3;0;2;4;5;15;2
10;3;0;0;5;18;15
6;2;1;0;5;18;15
4;0;2;4;5;24;3
6;2;1;0;9;6;7
3;2;1;0;6;15;10
3;2;1;0;3;27;10
6;2;1;0;6;27;10
1;0;5;1;3;3;17
3;2;1;0;5;15;12
3;2;1;0;12;6;8
4;3;0;0;9;5;11
4;0;2;4;3;6;2
1;4;3;4;6;15;1
4;2;1;0;5;18;10
8;3;0;4;3;15;2
4;2;1;1;6;15;24
3;0;2;4;1;6;2
3;4;3;4;6;18;1
6;2;1;0;3;6;13
4;0;5;0;3;21;4
6;2;1;0;9;6;13
4;3;0;0;12;6;16
1;3;0;1;5;24;17
4;3;0;0;6;5;12
3;2;1;0;12;6;9
4;2;1;0;9;5;10
8;4;3;4;3;15;1
6;2;1;0;9;6;8
3;2;1;0;3;3;5
1;2;1;1;5;15;23
4;3;0;0;5;21;24
6;2;1;0;6;6;7
4;2;1;1;9;5;26
6;2;1;0;5;27;12
3;2;1;0;3;3;6
4;3;0;1;6;6;14
4;2;1;0;6;6;5
4;4;3;4;3;24;1
1;0;2;4;4;27;2
4;0;5;0;3;21;18
6;2;1;0;6;6;9
4;2;1;1;9;6;18
8;0;2;4;6;4;2
3;0;2;4;6;21;2
3;2;1;0;3;27;8
1;2;1;1;6;15;13
4;2;1;1;3;21;29
4;3;0;0;5;21;23
2;2;1;0;6;4;5
1;3;0;0;5;21;10
4;0;5;0;3;18;10
10;0;2;4;12;4;2
4;2;1;1;6;24;7
4;3;0;0;5;21;12
1;2;1;0;6;6;9
1;3;0;4;3;5;2
4;3;0;0;9;6;13
6;2;1;0;3;27;9
6;2;1;0;5;15;10
6;2;1;0;5;27;10
1;0;5;1;12;3;28
4;2;1;0;3;6;5
4;0;2;4;5;15;3
10;4;3;0;6;3;24
4;3;0;0;3;24;13
4;2;1;0;3;21;5
6;2;1;0;6;6;12
1;2;1;1;6;24;19
10;3;0;0;1;5;27
3;2;1;0;9;5;4
1;3;0;0;9;6;10
3;3;0;4;5;27;2
3;4;3;4;6;15;1
6;2;1;0;6;27;6
1;3;0;4;3;21;2
4;3;0;0;12;6;12
3;3;0;4;12;6;2
3;2;1;0;4;15;11
3;2;1;0;3;6;9
3;3;0;4;12;4;2
3;4;3;4;6;5;1
6;2;1;0;3;6;11
4;2;1;0;5;21;6
3;2;1;4;4;18;3
4;3;0;0;5;24;26
6;2;1;0;5;15;7
4;3;0;0;5;24;27
4;2;1;1;3;27;12
3;2;1;1;9;3;12
1;3;0;0;6;5;9
4;2;1;0;3;3;26
4;0;5;0;1;3;17
4;3;0;0;9;6;24
10;3;0;0;12;6;13
6;2;1;0;6;24;15
10;0;2;4;12;5;2
4;0;5;0;6;3;11
4;3;0;0;3;24;19
3;0;2;4;3;5;2
6;2;1;0;12;6;12
4;2;1;1;6;3;23
8;4;3;4;5;18;1
6;2;1;0;9;5;8
3;0;2;4;3;6;2
3;3;0;0;12;5;4
2;0;2;4;5;15;2
0;3;0;4;4;18;2
4;0;2;4;6;21;3
3;0;5;4;3;21;2
8;3;0;4;3;18;2
4;3;0;0;1;4;17
10;0;2;4;5;27;2
8;4;3;4;3;18;1
4;3;0;0;5;21;9
3;4;3;4;6;15;1
4;3;0;0;5;18;13
4;2;1;0;5;18;15
4;2;1;0;5;27;27
4;0;2;4;5;24;3
4;0;5;0;6;3;23
4;3;0;0;12;5;9
4;3;0;0;9;6;13
6;2;1;0;5;18;8
8;2;1;0;1;6;4
6;2;1;0;9;4;7
6;2;1;0;3;27;11
1;3;0;4;5;24;2
3;4;3;4;3;15;1
0;3;0;0;9;5;12
1;0;2;4;9;5;2
1;2;1;0;6;24;15
6;2;1;0;5;18;13
8;4;3;4;6;21;1
4;2;1;0;6;6;22
1;2;1;0;6;3;11
4;2;1;0;6;15;7
6;2;1;0;3;21;15
6;2;1;0;3;27;11
6;2;1;0;6;15;9
8;3;0;4;3;18;2
4;2;1;1;1;6;22
3;3;0;4;9;5;2
4;3;0;0;6;6;14
3;0;5;4;9;3;2
1;0;2;4;6;6;2
6;2;1;0;5;27;8
3;0;2;4;9;5;2
3;3;0;4;3;21;2
4;2;1;0;1;6;25
10;0;2;4;4;27;2
4;2;1;0;12;6;7
3;4;3;4;3;5;1
10;1;4;4;5;21;2
4;4;3;4;3;6;1
6;2;1;0;3;21;7
4;2;1;0;3;21;23
4;3;0;0;5;21;9
4;2;1;1;9;4;22
3;0;2;4;3;6;3
3;2;1;0;12;6;5
4;2;1;0;5;21;27
3;3;0;4;6;15;2
4;3;0;0;3;24;20
3;2;1;0;9;6;14
1;2;1;1;5;21;19
10;3;0;0;9;6;27
4;2;1;0;12;6;5
1;0;5;0;1;3;23
6;2;1;0;9;5;14
4;2;1;0;5;21;5
8;4;3;4;6;6;1
4;4;3;4;3;3;1
4;2;1;0;5;18;17
8;3;0;4;3;27;2
4;3;0;0;5;21;25
4;2;1;0;6;3;20
4;0;2;4;5;18;2
4;4;3;4;6;18;1
4;2;1;0;6;6;7
4;2;1;1;9;5;22
4;2;1;0;9;3;9
4;0;5;0;1;3;14
8;3;0;4;1;4;2
1;0;5;0;1;3;12
10;0;2;4;9;4;2
6;2;1;0;3;3;10
1;3;0;1;12;6;17
3;1;4;4;3;15;2
8;3;0;0;1;5;5
6;2;1;0;1;6;11
2;0;5;4;9;3;2
1;2;1;0;12;6;10
3;2;1;0;5;27;14
3;0;2;4;1;6;2
3;4;3;4;6;24;1
6;2;1;0;6;5;10
3;0;2;4;4;18;2
10;3;0;0;9;5;27
4;3;0;0;1;4;23
4;3;0;0;6;6;14
4;3;0;0;9;5;17
2;0;2;4;6;4;2
8;3;0;4;3;6;2
1;3;0;0;6;6;10
4;2;1;1;5;27;8
4;3;0;0;5;15;6
4;3;0;0;3;24;13
10;3;0;0;12;6;22
3;3;0;4;4;15;2
4;0;5;0;9;3;25
8;0;2;4;6;18;2
4;2;1;0;9;4;11
8;0;2;4;6;6;2
1;3;0;0;1;5;22
1;3;0;4;3;3;2
6;2;1;1;9;6;7
0;3;0;4;4;27;2
10;3;0;0;1;5;27
6;2;1;0;6;6;8
1;2;1;1;5;21;18
6;2;1;0;6;3;6
4;0;2;4;5;27;2
6;2;1;0;6;6;11
4;0;5;0;3;18;9
1;2;1;1;5;18;26
4;2;1;1;5;21;26
4;3;0;0;12;5;24
4;4;3;4;1;6;1
4;2;1;0;3;6;10
1;0;5;1;1;3;10
4;0;2;4;9;4;2
8;3;0;4;6;15;2
6;2;1;0;9;4;8
4;3;0;0;6;5;9
4;2;1;1;9;5;29
1;0;5;0;3;15;5
4;2;1;1;3;6;22
8;1;4;4;6;27;2
6;2;1;0;5;18;12
1;3;0;1;3;24;37
1;2;1;0;5;15;23
4;3;0;0;9;5;22
4;0;5;0;1;3;17
4;0;2;4;1;4;3
6;2;1;0;5;21;10
4;3;0;0;5;15;12
4;2;1;0;3;21;9
4;2;1;4;9;5;3
4;0;5;0;12;3;12
4;3;0;0;5;18;9
6;2;1;0;5;21;14
1;3;0;1;6;5;19
6;2;1;0;9;3;15
6;2;1;0;5;27;15
4;0;5;0;3;18;21
3;3;0;4;4;27;2
8;1;4;4;6;15;2
1;3;0;1;5;15;34
3;4;3;4;5;15;1
1;2;1;0;5;24;12
4;3;0;0;9;6;12
4;2;1;0;9;5;16
4;2;1;0;5;21;22
1;2;1;1;3;3;25
6;2;1;0;5;18;7
1;2;1;1;3;27;18
4;3;0;0;5;15;12
1;0;5;4;1;3;2
4;3;0;0;1;4;15
4;3;0;0;9;6;11
4;4;3;0;6;3;26
4;3;0;0;1;5;18
3;2;1;0;3;21;7
8;3;0;4;4;27;2
4;0;5;0;3;18;21
1;2;1;1;5;15;23
3;0;2;4;9;4;2
4;0;5;0;1;3;20
10;0;2;4;9;6;2
4;2;1;0;9;6;5
6;2;1;0;6;24;12
1;2;1;1;6;15;23
4;3;0;0;5;24;16
4;3;0;0;1;4;25
3;3;0;4;6;3;2
6;2;1;0;5;15;11
10;2;1;4;1;4;3
1;3;0;1;3;24;12
2;0;2;4;5;15;2
3;0;2;4;1;4;2
4;2;1;1;5;18;26
3;0;2;4;6;21;2
1;2;1;1;5;21;23
3;2;1;0;4;21;4
1;3;0;1;6;5;29
3;2;1;0;4;21;5
4;0;2;4;12;6;3
10;3;0;0;12;6;26
4;3;0;0;12;6;13
4;2;1;1;5;21;13
8;3;0;4;1;5;2
3;3;0;4;6;24;2
8;0;2;4;12;4;2
4;2;1;0;5;27;21
4;0;5;0;3;18;6
3;2;1;0;9;3;8
4;3;0;0;6;5;26
4;0;5;0;12;3;12
8;0;2;4;5;21;2
1;4;3;2;12;3;29
10;0;2;4;1;4;2
1;2;1;0;6;3;26
3;0;2;4;3;4;2
6;2;1;0;3;27;13
1;0;5;4;3;3;2
1;0;5;0;3;15;14
3;3;0;4;1;5;2
6;2;1;0;3;3;7
8;3;0;4;4;21;2
6;2;1;2;6;3;9
10;0;5;4;3;24;2
4;0;5;0;1;3;9
2;3;0;0;5;18;8
4;2;1;1;3;27;10
4;3;0;0;5;21;11
3;0;2;4;6;6;2
4;2;1;1;5;27;29
1;2;1;1;9;4;37
4;2;1;0;3;6;10
6;2;1;0;6;24;8
1;3;0;1;1;4;20
2;0;2;4;1;5;2
4;3;0;0;6;5;29
1;3;0;1;5;18;12
4;3;0;0;6;6;9
8;0;5;4;3;24;2
10;1;4;4;9;6;2
8;0;2;4;9;6;2
4;2;1;0;3;3;9
10;3;0;0;1;4;15
4;2;1;1;6;3;38
2;0;2;4;5;27;2
6;2;1;0;9;6;12
4;0;2;4;6;4;2
4;2;1;1;12;6;22
1;3;0;0;9;5;24
4;2;1;1;12;6;27
4;2;1;1;5;21;23
1;2;1;1;6;15;23
8;3;0;4;4;21;2
6;2;1;0;3;27;14
4;2;1;0;5;18;16
1;0;5;0;1;3;27
3;3;0;4;1;5;2
1;3;0;1;12;5;20
3;0;2;4;6;18;2
3;3;0;1;5;21;5
1;3;0;1;9;5;18
4;0;5;1;3;18;7
4;3;0;0;1;4;5
4;3;0;0;6;6;18
3;1;4;4;3;18;2
1;3;0;0;5;21;13
4;2;1;1;9;6;22
10;3;0;0;6;6;27
4;2;1;0;9;5;21
4;2;1;0;1;6;27
4;4;3;4;3;6;1
4;2;1;0;3;27;21
3;3;0;4;3;21;2
3;1;4;4;5;27;2
0;3;0;0;1;5;15
4;0;5;0;6;3;12
6;2;1;0;1;6;8
1;2;1;0;5;18;11
3;2;1;4;12;5;3
10;3;0;0;6;5;16
1;2;1;1;9;3;26
8;0;5;4;3;24;2
4;0;5;0;1;3;6
3;3;0;0;4;15;3
4;3;0;0;1;5;7
3;4;3;4;12;6;1
3;3;0;0;6;6;5
1;3;0;1;5;18;28
4;2;1;0;5;21;19
1;0;5;0;12;3;13
4;3;0;0;5;21;25
1;3;0;1;1;4;27
2;0;2;4;1;4;2
4;2;1;0;6;6;21
3;3;0;0;6;5;5
3;1;4;4;1;3;2
6;2;1;0;9;6;7
4;3;0;0;9;6;8
3;3;0;4;5;15;2
8;4;3;4;9;3;1
1;3;0;1;5;18;19
8;0;2;4;4;27;2
4;0;2;4;1;6;3
6;2;1;0;6;24;6
4;2;1;0;3;27;16
1;2;1;1;9;5;21
8;0;2;4;1;4;2
1;2;1;2;9;3;38
1;2;1;0;3;27;11
4;2;1;1;3;21;22
6;2;1;0;6;6;6
4;4;3;4;5;21;1
1;2;1;1;6;24;20
8;4;3;4;5;21;1
3;2;1;0;3;21;6
3;2;1;0;5;21;5
3;2;1;0;3;3;7
4;2;1;0;5;18;11
8;4;3;4;6;15;1
4;3;0;0;3;24;14
6;2;1;0;9;5;8
4;3;0;0;9;5;27
8;1;4;4;3;3;2
3;0;5;4;3;3;2
1;3;0;1;12;5;9
1;0;2;4;3;6;2
3;2;1;0;5;15;14
6;2;1;0;5;27;12
4;3;0;0;5;24;9
3;0;2;4;12;5;2
3;2;1;0;12;6;11
4;2;1;0;4;15;6
4;2;1;0;5;21;11
4;3;0;0;12;5;12
3;3;0;4;12;3;2
6;2;1;1;5;18;10
6;2;1;0;3;6;12
4;3;0;0;9;6;21
3;2;1;0;5;15;9
4;3;0;0;12;5;8
6;2;1;0;3;6;9
4;3;0;0;5;18;21
4;3;0;0;12;6;23
6;2;1;0;5;21;9
4;2;1;0;1;6;23
1;2;1;0;1;6;9
4;2;1;0;3;21;5
8;1;4;4;6;27;2
1;2;1;0;3;21;9
4;2;1;0;3;6;8
1;0;2;4;12;5;2
4;3;0;0;1;4;25
10;0;2;4;6;6;2
3;0;2;4;4;18;3
3;0;2;4;12;5;3
1;0;2;4;4;21;2
4;2;1;0;3;27;16
1;2;1;1;9;6;26
3;2;1;0;9;4;16
4;3;0;0;5;15;6
1;3;0;1;12;6;16
3;1;4;4;5;15;2
0;0;5;4;3;3;2
4;3;0;0;5;24;11
8;0;2;4;12;6;2
4;2;1;1;3;21;23
1;3;0;1;3;24;27
3;2;1;4;4;18;3
4;3;0;0;12;6;11
0;3;0;4;9;3;2
3;0;2;4;3;6;2
4;2;1;0;5;18;10
4;0;5;0;6;3;5
4;2;1;0;9;3;23
1;0;2;4;12;4;2
6;2;1;0;9;6;12
4;3;0;0;6;6;9
3;2;1;0;3;21;8
3;3;0;4;4;21;2
4;4;3;4;3;18;1
4;2;1;0;9;5;18
4;0;2;4;6;5;2
3;3;0;4;1;6;2
4;2;1;0;9;3;6
4;2;1;1;9;4;13
6;2;1;0;9;3;11
4;2;1;0;6;24;26
4;3;0;0;5;18;5
3;2;1;0;5;27;7
4;4;3;0;12;3;6
10;0;2;4;5;27;2
4;0;5;0;6;3;12
8;3;0;0;5;24;7
10;3;0;0;9;5;11
10;1;4;4;6;27;2
10;3;0;0;5;15;12
3;0;2;4;5;18;2
3;4;3;4;3;15;1
4;3;0;0;12;5;18
10;0;2;4;6;5;2
4;3;0;0;9;5;12
4;2;1;1;5;27;15
1;4;3;4;5;21;1
1;0;5;2;12;3;24
3;4;3;4;9;6;1
4;2;1;1;5;18;13
8;0;2;4;9;4;2
3;1;4;4;3;5;2
1;2;1;1;6;24;20
4;3;0;0;1;4;12
4;3;0;0;12;5;12
1;3;0;2;5;24;24
4;3;0;0;5;18;8
4;4;3;4;3;18;1
4;2;1;4;6;21;3
10;0;5;4;9;3;2
0;3;0;4;3;15;2
4;3;0;0;5;15;13
6;2;1;0;3;21;15
3;2;1;0;3;21;5
3;0;5;4;9;3;2
1;3;0;4;1;6;2
0;3;0;0;5;15;12
1;2;1;4;1;4;2
3;2;1;0;3;6;14
1;3;0;0;1;5;9
4;2;1;0;3;27;12
4;3;0;0;1;5;25
4;3;0;0;5;21;12
6;2;1;0;5;18;12
4;0;5;0;6;3;12
1;2;1;0;1;5;12
3;3;0;4;5;21;2
8;3;0;4;4;21;2
4;2;1;1;6;6;22
8;2;1;0;3;21;5
4;3;0;0;5;24;9
3;2;1;4;3;18;3
4;2;1;1;6;6;10
4;2;1;0;6;6;10
4;2;1;0;6;15;26
1;0;5;0;6;3;12
1;3;0;1;5;18;23
3;3;0;4;4;21;2
4;2;1;1;9;6;17
3;0;2;4;3;5;2
1;4;3;1;6;3;16
4;3;0;0;5;15;11
6;2;1;0;5;15;10
1;2;1;1;9;5;13
4;3;0;0;1;5;7
1;2;1;0;5;21;16
3;2;1;0;6;24;8
4;2;1;0;6;6;27
4;3;0;0;1;4;8
1;3;0;4;3;15;2
6;2;1;0;6;27;11
8;0;2;4;3;4;2
4;0;2;4;6;4;2
8;0;5;4;3;24;2
10;3;0;0;9;5;25
3;4;3;4;6;5;1
10;3;0;0;9;6;27
4;3;0;0;9;6;24
4;3;0;0;9;6;12
4;2;1;0;3;27;26
4;0;2;4;1;4;3
9;4;3;0;6;3;3
4;0;2;4;3;5;2
1;2;1;1;9;3;21
1;3;0;1;1;5;17
4;3;0;0;5;18;21
1;0;5;0;1;3;25
0;2;1;0;5;15;14
4;3;0;0;12;6;16
3;2;1;4;3;27;3
6;2;1;0;5;18;12
4;4;3;4;3;5;1
4;0;2;4;1;5;3
3;0;2;4;4;27;2
0;3;0;4;3;27;2
4;2;1;0;5;21;24
8;3;0;4;5;24;2
6;2;1;0;5;18;8
4;3;0;0;9;6;14
3;3;0;4;3;24;2
4;4;3;4;6;21;1
3;3;0;4;6;21;2
6;2;1;0;6;27;14
4;3;0;0;3;24;25
4;3;0;0;12;6;20
1;2;1;1;6;24;8
4;2;1;1;5;18;29
4;3;0;0;6;6;9
1;4;3;4;1;5;1
4;2;1;0;5;21;27
4;2;1;0;6;27;15
4;3;0;0;5;15;5
6;2;1;0;5;18;7
3;3;0;4;6;24;2
1;3;0;1;9;6;19
1;0;2;4;1;6;2
4;3;0;0;6;5;14
6;2;1;0;5;21;8
1;0;5;1;3;3;15
1;3;0;1;5;24;28
1;4;3;4;1;6;1
4;2;1;0;6;24;13
1;2;1;1;5;21;23
1;2;1;0;9;3;10
3;4;3;4;3;3;1
1;3;0;0;1;4;18
1;2;1;1;6;27;24
5;0;5;0;1;3;5
4;4;3;4;5;24;1
6;2;1;0;9;3;15
1;2;1;0;5;27;27
1;2;1;0;6;24;12
4;2;1;1;3;27;23
1;0;2;4;6;18;2
1;0;2;4;4;24;2
1;0;2;4;12;4;2
2;0;2;4;6;5;2
6;2;1;0;9;6;6
2;0;2;4;5;24;2
10;0;5;4;3;24;2
1;3;0;0;9;6;23
4;0;5;0;12;3;25
8;0;5;4;3;24;2
0;2;1;0;4;24;14
4;3;0;0;9;5;7
4;0;5;0;6;3;22
4;2;1;1;9;5;26
2;0;2;4;6;5;2
3;2;1;0;3;21;4
4;2;1;0;3;6;10
6;2;1;0;3;6;7
4;3;0;0;12;5;7
1;3;0;0;6;5;22
6;2;1;0;6;3;7
4;4;3;4;3;21;1
3;3;0;4;6;5;2
4;3;0;0;5;24;7
4;3;0;0;1;4;12
4;0;5;0;6;3;13
10;3;0;0;9;6;17
4;3;0;0;5;18;17
8;0;2;4;4;21;2
3;0;2;4;5;24;2
4;2;1;0;6;24;5
4;0;5;0;9;3;5
3;2;1;0;6;27;9
8;1;4;4;5;27;2
4;3;0;0;6;6;17
4;3;0;0;9;6;8
4;0;5;0;6;3;16
4;3;0;0;5;15;15
1;2;1;0;3;3;26
4;0;2;4;6;18;2
4;2;1;0;5;27;5
4;0;2;4;9;4;3
8;4;3;4;6;27;1
4;0;5;0;6;3;11
8;3;0;4;6;18;2
3;2;1;0;9;5;8
4;3;0;0;6;6;24
10;0;5;4;9;3;2
4;0;5;0;6;3;12
4;2;1;0;6;15;21
1;3;0;1;1;5;34
8;0;2;4;6;6;2
3;2;1;0;5;24;14
3;0;2;4;4;27;3
1;2;1;0;5;21;6
1;2;1;1;9;3;23
4;0;2;4;3;6;2
6;2;1;1;12;6;10
8;0;2;4;12;6;2
